name,size,type,address
__dwc3_gadget_kick_transf,346,FUNC,0a012b0c
dwc3_gadget_init,342,FUNC,0a0138d4
jumptable_init,342,FUNC,0a004354
ep_matches.part.0,340,FUNC,0a014d14
rx_handler_dl_image,340,FUNC,0a017398
get_cluster,330,FUNC,0a01853c
mod_mem.isra.0,328,FUNC,0a0022cc
__dwc3_ep0_do_control_dat,328,FUNC,0a014104
dwc3_gadget_ep_queue,326,FUNC,0a012cc4
dwc3_ep0_start_trans,322,FUNC,0a013fc0
mmc_bread,318,FUNC,0a00eb44
handle_getstatus,316,FUNC,0a016794
fastboot_set_alt,312,FUNC,0a016ecc
memalign,308,FUNC,0a009564
fastboot_bind,308,FUNC,0a0176d8
env_attr_lookup,308,FUNC,0a0076a0
usb_gadget_get_string,308,FUNC,0a01502c
dwc3_gadget_reset_interru,304,FUNC,0a01309c
dwc3_ep0_handle_feature,298,FUNC,0a01424c
composite_bind,294,FUNC,0a0153d8
print_size,290,FUNC,0a01d568
dwc3_gadget_start,290,FUNC,0a0136e0
list_sort,284,FUNC,0a01c510
deepeye1000_fp_frequency_,284,FUNC,0a000c60
g_dnl_bind,280,FUNC,0a01611c
env_attr_walk,278,FUNC,0a007588
rx_handler_command,274,FUNC,0a017158
deepeye1000_ck810_frequen,270,FUNC,0a0010a0
bootm_decomp_image,268,FUNC,0a0069e4
cli_simple_run_command,266,FUNC,0a00a598
do_showvar,264,FUNC,0a004b68
blk_get_device_by_str,260,FUNC,0a00c6ac
boot_ramdisk_high,256,FUNC,0a009f60
gunzip,256,FUNC,0a01bdb0
print_freq,254,FUNC,0a01d468
do_bootm_netbsd,254,FUNC,0a00741c
deepeye1000_acc_frequency,252,FUNC,0a000fa4
do_mmc_read,250,FUNC,0a00277c
composite_unbind,246,FUNC,0a0152e0
do_mem_cmp,244,FUNC,0a0020c8
__dwc3_gadget_ep0_queue,244,FUNC,0a0143f0
fat_set_blk_dev,240,FUNC,0a018a5c
get_fatent,240,FUNC,0a01840c
parse_string_outer,234,FUNC,0a005484
do_setexpr,232,FUNC,0a003610
mmc_create,232,FUNC,0a00fc6c
__lmb_alloc_base,230,FUNC,0a01c18c
do_mmc_dev,226,FUNC,0a002698
read_bootsectandvi,226,FUNC,0a01874c
confirm_yesno,224,FUNC,0a00858c
file_fat_detectfs,224,FUNC,0a0197f4
autoboot_command,224,FUNC,0a006384
cmd_process,224,FUNC,0a00bad4
usb_gadget_probe_driver,222,FUNC,0a017a40
dwc3_gadget_giveback,222,FUNC,0a012960
usb_ep_autoconfig,220,FUNC,0a014e68
__dwc3_gadget_ep_set_halt,218,FUNC,0a01352c
__div64_32,218,FUNC,0a01d950
mmc_init,218,FUNC,0a00ffc0
memchr_inv,218,FUNC,0a01e4f8
env_callback_init,218,FUNC,0a0078c8
usb_add_function,216,FUNC,0a015d9c
main_loop,212,FUNC,0a00421c
inflateInit2_,208,FUNC,0a01a5ac
dwc3_gadget_ep_enable,208,FUNC,0a01345c
part_print,208,FUNC,0a00c598
slot2str,204,FUNC,0a018830
set_default_env,204,FUNC,0a007ef8
dfu_show_entities,198,FUNC,0a00de14
do_env_print,198,FUNC,0a003bf0
do_mmc_write,198,FUNC,0a003070
lmb_free,198,FUNC,0a01c0b0
cb_download,198,FUNC,0a0172d0
get_ram_size,196,FUNC,0a00a0d8
do_mem_md,196,FUNC,0a002004
get_name,196,FUNC,0a018688
state_dfu_idle,196,FUNC,0a016c1c
zunzip,194,FUNC,0a01bcec
do_fastboot,194,FUNC,0a0039ac
dwc3_gadget_resize_tx_fif,192,FUNC,0a0128a0
dwc3_gadget_pullup,192,FUNC,0a012394
do_mmc_bootbus,190,FUNC,0a002980
simple_strtoull,190,FUNC,0a01f498
dwc3_ep0_set_sel_cmpl,188,FUNC,0a0144e4
dfu_write_from_mem_addr,188,FUNC,0a00df88
do_mmc_erase,186,FUNC,0a002fb4
do_bootm,184,FUNC,0a001228
crc32_no_comp,182,FUNC,0a01d830
xyzModem_stream_terminate,180,FUNC,0a00c2b0
on_baudrate,180,FUNC,0a011410
on_console,180,FUNC,0a0086f4
console_init_r,178,FUNC,0a00883c
do_mem_cp,178,FUNC,0a002218
cread_add_char,176,FUNC,0a00a98c
calloc,176,FUNC,0a0090e4
state_dfu_dnload_idle,174,FUNC,0a016978
do_mmc_bootmode,172,FUNC,0a002504
load_serial_ymodem,170,FUNC,0a001620
free_pipe_list,170,FUNC,0a0046f4
do_echo,170,FUNC,0a001420
delete_char.part.0,168,FUNC,0a00a8e4
stdio_add_devices,168,FUNC,0a00a2c8
cli_simple_loop,168,FUNC,0a00a6a4
rc4_encode,166,FUNC,0a01c41c
membuff_extend_by,164,FUNC,0a01def4
usb_add_config,164,FUNC,0a015f14
__dwc3_gadget_ep_disable,164,FUNC,0a013608
env_import,162,FUNC,0a007fec
membuff_readline,162,FUNC,0a01de50
hdelete_r,160,FUNC,0a01cc38
dfu_handle,160,FUNC,0a0163d4
malloc_trim,160,FUNC,0a008988
mmc_set_capacity,160,FUNC,0a00e788
do_mem_mw,160,FUNC,0a001ec4
dwc3_gadget_set_link_stat,160,FUNC,0a012764
do_mem_loop,160,FUNC,0a001f64
env_complete,160,FUNC,0a008164
mmc_send_status,158,FUNC,0a00e974
dwc3_gadget_wakeup,156,FUNC,0a012804
fastboot_disable,156,FUNC,0a016e30
dfu_add,154,FUNC,0a016338
do_mmc_boot_resize,152,FUNC,0a0028e8
env_flags_init,152,FUNC,0a007b68
file_fat_read_at,152,FUNC,0a01995c
getenv_f,150,FUNC,0a003fec
env_print,146,FUNC,0a003b5c
blk_read_devnum,146,FUNC,0a00d45c
simple_strtoul,144,FUNC,0a01f31c
print_mmc_devices,144,FUNC,0a00e6b0
print_grouped_ull,144,FUNC,0a01f194
qsort,144,FUNC,0a01c374
mmc_boot_partition_size_c,144,FUNC,0a010170
deepeye1000_axi_frequency,142,FUNC,0a000bd0
membuff_putraw,142,FUNC,0a01db50
dwc3_uboot_exit,140,FUNC,0a011fe8
dwc3_gadget_ep_disable,138,FUNC,0a013804
dfu_write_buffer_drain,136,FUNC,0a00d580
getenv,134,FUNC,0a004084
env_flags_parse_varaccess,134,FUNC,0a007ae0
do_mmc_partconf,134,FUNC,0a002610
do_mmc_part,132,FUNC,0a002f30
fastboot_add,132,FUNC,0a016dac
do_mmc_setdsr,132,FUNC,0a003524
dwc3_gadget_exit,132,FUNC,0a013a2c
state_dfu_upload_idle,132,FUNC,0a016b2c
mmc_select_hwpartp,132,FUNC,0a00ea5c
stdio_print_current_devic,130,FUNC,0a0087b8
console_setfile,130,FUNC,0a0082f4
unmask_irq,128,FUNC,0a0005b0
dwc3_send_gadget_ep_cmd,126,FUNC,0a012a8c
hdestroy_r,126,FUNC,0a01c798
do_bootm_plan9,126,FUNC,0a007358
dfu_unbind,126,FUNC,0a016508
dwc3_gadget_ep_dequeue,126,FUNC,0a012fc4
dfu_get_buf,124,FUNC,0a00d630
set_flags,124,FUNC,0a007a64
ustrtoull,124,FUNC,0a01f558
mmc_send_op_cond_iter,124,FUNC,0a00e8f8
part_init,124,FUNC,0a00c51c
dfu_get_alt,122,FUNC,0a00df0c
hcreate_r,122,FUNC,0a01c71c
find_cmd_tbl,122,FUNC,0a00b388
membuff_getraw,122,FUNC,0a01dc0c
blk_list_part,120,FUNC,0a00d1a8
__dwc3_ep0_do_control_sta,120,FUNC,0a014378
part_test_dos,120,FUNC,0a00ce38
s1_sendpacket.constprop.2,120,FUNC,0a001724
do_mmcops,120,FUNC,0a002444
blk_print_device_num,118,FUNC,0a00d2c8
unset_local_var,118,FUNC,0a00540c
cli_simple_parse_line,116,FUNC,0a00a394
blk_show_device,116,FUNC,0a00d340
hash_block,114,FUNC,0a00461c
do_fs_uuid,114,FUNC,0a0182c4
do_mmc_rst_func,112,FUNC,0a002878
do_size,112,FUNC,0a017e3c
fs_write,110,FUNC,0a017dcc
serial_stdio_init,110,FUNC,0a0110a8
fs_set_blk_dev,110,FUNC,0a017c18
bounce_buffer_start,110,FUNC,0a008224
do_env_default,110,FUNC,0a003cb8
fs_read,110,FUNC,0a017d5c
do_env_delete,108,FUNC,0a003ab4
do_fat_fsinfo,108,FUNC,0a001558
state_dfu_manifest,108,FUNC,0a016bb0
run_command_list,108,FUNC,0a00a7dc
dfu_free_entities,108,FUNC,0a00db3c
usb_gadget_config_buf,106,FUNC,0a014fb8
dfu_init_env_entities,106,FUNC,0a00dd68
hmatch_r,106,FUNC,0a01c818
dwc3_gadget_disconnect_in,106,FUNC,0a012328
dwc3_event_buffers_cleanu,106,FUNC,0a0117a4
env_relocate,106,FUNC,0a0080f8
input_add_keycode,104,FUNC,0a00e454
ustrtoul,104,FUNC,0a01f430
g_dnl_set_serialnumber,104,FUNC,0a0160a4
b_addchr,102,FUNC,0a004e94
file_read,102,FUNC,0a019c9c
env_export,102,FUNC,0a008090
image_multi_getimg,102,FUNC,0a009808
set_callback,102,FUNC,0a007860
done_command,100,FUNC,0a004824
mmc_set_blocklen,100,FUNC,0a00eae0
dwc3_ep0_stall_and_restar,100,FUNC,0a014604
dp_sdhci_init,100,FUNC,0a0009c4
genimg_get_kernel_addr,100,FUNC,0a009cd4
get_local_var,100,FUNC,0a004f60
fastboot_complete,100,FUNC,0a017004
tick_to_time,98,FUNC,0a01e5d4
fastboot_tx_write_str,98,FUNC,0a0170f4
file_ls,98,FUNC,0a019c38
input_add_tables,98,FUNC,0a00e528
hash_parse_string,96,FUNC,0a0045bc
fat_register_device,96,FUNC,0a018b4c
setup_reloc,96,FUNC,0a0065e4
do_mmc_rescan,96,FUNC,0a0025b0
dnload_request_flush,96,FUNC,0a016474
interrupt_init,96,FUNC,0a000508
count_configs,96,FUNC,0a015168
memcpy,94,FUNC,0a01e368
dfu_write_transaction_cle,92,FUNC,0a00d6ac
mask_irq,92,FUNC,0a0004ac
do_mem_base,92,FUNC,0a0021bc
memset,92,FUNC,0a01e30c
dwc3_stop_active_transfer,92,FUNC,0a012c68
getc,90,FUNC,0a008434
mmc_get_dev,90,FUNC,0a01009c
board_mmc_init,90,FUNC,0a000a28
getenv_bootm_mapsize,90,FUNC,0a0098e8
strtok,90,FUNC,0a01e240
test_block_type,90,FUNC,0a00cb7c
blk_list_devices,90,FUNC,0a00d26c
usb_del_gadget_udc,90,FUNC,0a0179e4
do_fs_type,90,FUNC,0a018338
usb_add_gadget_udc_releas,88,FUNC,0a017978
membuff_get,88,FUNC,0a01dce0
strict_strtoul,88,FUNC,0a01f3ac
usb_gadget_unregister_dri,88,FUNC,0a017b30
var_complete,88,FUNC,0a00b5f8
ck_irq_service,88,FUNC,0a000678
setenv_ulong,88,FUNC,0a003f1c
bootm_maybe_autostart,88,FUNC,0a001304
dwc3_remove_requests,88,FUNC,0a013044
do_fp_stable_test,86,FUNC,0a004174
fastboot_start_ep,86,FUNC,0a016d3c
state_dfu_manifest_sync,86,FUNC,0a016920
usb_composite_register,86,FUNC,0a01602c
do_ls,86,FUNC,0a0180d4
cb_go,86,FUNC,0a0174ec
getenv_bootm_size,84,FUNC,0a009894
fs_ls,84,FUNC,0a017ca4
strncasecmp,84,FUNC,0a01e010
string_to_ip,84,FUNC,0a01c31c
do_go,84,FUNC,0a000b7c
eserial1_init,84,FUNC,0a011570
trailing_strtoln,84,FUNC,0a01f5d4
reserve_stacks,84,FUNC,0a0067ac
setup_dest_addr,84,FUNC,0a006754
membuff_makecontig,84,FUNC,0a01ddd8
get_timer_masked,84,FUNC,0a000820
state_app_idle,84,FUNC,0a016ad8
hwalk_r,82,FUNC,0a01d3f4
eserial1_setbrg,82,FUNC,0a0115c4
cli_simple_run_command_li,80,FUNC,0a00a74c
board_usb_cleanup,80,FUNC,0a000b1c
do_run,80,FUNC,0a00a848
composite_suspend,80,FUNC,0a0151fc
state_dfu_error,80,FUNC,0a0168d0
envmatch,78,FUNC,0a003f9c
mmc_initialize,78,FUNC,0a010120
dwc3_gadget_free_endpoint,78,FUNC,0a0122d8
inflateReset,78,FUNC,0a01a55c
NS16550_init,78,FUNC,0a0116ec
strstr,78,FUNC,0a01e488
cmd_usage,76,FUNC,0a00b420
CYGACC_COMM_IF_GETC_TIMEO,76,FUNC,0a00bbec
blk_print_part_devnum,76,FUNC,0a00d220
boot_get_setup,76,FUNC,0a00a060
match_string.isra.2,76,FUNC,0a01c6d0
bounce_buffer_stop,74,FUNC,0a008294
merge,74,FUNC,0a01c4c4
mmc_go_idle,74,FUNC,0a00e8ac
state_dfu_dnload_sync,74,FUNC,0a016a50
dwc3_send_gadget_generic_,74,FUNC,0a012a40
irq_free_handler,72,FUNC,0a000568
mallopt,72,FUNC,0a00971c
sdhci_reset.isra.2,72,FUNC,0a0105c4
input_stdio_register,72,FUNC,0a00e5b4
composite_resume,72,FUNC,0a01524c
setenv,72,FUNC,0a003ed4
init_mmc_device,72,FUNC,0a0024bc
initcall_run_list,72,FUNC,0a01beb4
dfu_flush,70,FUNC,0a00d708
irq_install_handler,70,FUNC,0a000630
strmhz,70,FUNC,0a01f640
get_desc,70,FUNC,0a00d148
membuff_avail,70,FUNC,0a01dd88
strim,70,FUNC,0a01daf0
mmc_switch.isra.0,70,FUNC,0a00ea14
strlcpy,70,FUNC,0a01e3c8
blk_write_devnum,70,FUNC,0a00d4f0
membuff_put,68,FUNC,0a01dd38
blk_get_devnum_by_typenam,68,FUNC,0a00d418
xrealloc,68,FUNC,0a0047e0
done_pipe,68,FUNC,0a004888
copy_args,68,FUNC,0a0072e0
strsep,68,FUNC,0a01e29c
fat_read_file,68,FUNC,0a019a20
serial_putc,68,FUNC,0a0114ec
boot_selected_os,68,FUNC,0a007520
memmove,66,FUNC,0a01e410
part_get_info,66,FUNC,0a00c668
do_bootm_standalone,66,FUNC,0a0073d8
do_bootm_on_complete,66,FUNC,0a017078
stdio_register_dev,66,FUNC,0a00a25c
input_add_table,64,FUNC,0a00e4bc
usb_gadget_remove_driver,64,FUNC,0a0178e4
cb_reboot,64,FUNC,0a017864
reserve_fdt,64,FUNC,0a006528
bootdelay_process,64,FUNC,0a006344
_hdelete.isra.0,64,FUNC,0a01c654
inflateEnd,64,FUNC,0a01a694
mkcksum,64,FUNC,0a0184fc
usb_function_activate,62,FUNC,0a015eac
xyzModem_stream_close,62,FUNC,0a00c270
fprintf,62,FUNC,0a00850c
ctrlc,62,FUNC,0a00854c
cmd_get_data_size,62,FUNC,0a00ba94
serial_printf,62,FUNC,0a0083d8
printf,62,FUNC,0a01f0e0
timer_init,62,FUNC,0a0007e0
usb_descriptor_fillbuf,62,FUNC,0a014f78
dwc3_gadget_ep_free_reque,60,FUNC,0a01229c
drop_var_from_set.part.1,60,FUNC,0a01c694
blk_select_hwpart_devnum,60,FUNC,0a00d538
get_arg,60,FUNC,0a0035d4
env_flags_parse_vartype,60,FUNC,0a0079ec
input_getc,60,FUNC,0a00e404
b_addqchr,60,FUNC,0a004efc
g_dnl_clear_detach,60,FUNC,0a016254
strncat,60,FUNC,0a01e0d0
reloc_fdt,58,FUNC,0a006644
NS16550_reinit,58,FUNC,0a01173c
env_flags_parse_varaccess,58,FUNC,0a007a28
do_env,58,FUNC,0a003b20
sbrk,58,FUNC,0a00892c
console_assign,58,FUNC,0a0086b8
state_app_detach,58,FUNC,0a016a9c
getenv_yesno,56,FUNC,0a007e8c
mmc_send_ext_csd,56,FUNC,0a00e874
stdio_get_by_name,56,FUNC,0a00a1f0
strcmp_l1,56,FUNC,0a0170bc
bootm_find_images,56,FUNC,0a0069ac
is_assignment,56,FUNC,0a004c70
env_get_char,56,FUNC,0a007e54
mmc_getcd,56,FUNC,0a00efdc
image_check_hcrc,56,FUNC,0a009794
usb_function_deactivate,56,FUNC,0a015e74
crc8,56,FUNC,0a01bc54
do_fat_read,54,FUNC,0a0197bc
reserve_board,54,FUNC,0a006680
csky_exception_init,54,FUNC,0a0003f4
on_flags,54,FUNC,0a0079b4
get_current,54,FUNC,0a01105c
on_callbacks,54,FUNC,0a007828
reset_config.isra.0,54,FUNC,0a015534
strdup,54,FUNC,0a01e1bc
find_env_callback,54,FUNC,0a0077f0
fs_size,52,FUNC,0a017d28
simple_itoa,52,FUNC,0a01f160
blk_dselect_hwpart,52,FUNC,0a00d3e4
__udelay,52,FUNC,0a000888
file_detectfs,52,FUNC,0a019c04
kmalloc,52,FUNC,0a01da6c
getenv_default,52,FUNC,0a007ec4
dwc3_ep0_out_start,52,FUNC,0a0145d0
dwc3_uboot_handle_interru,52,FUNC,0a012074
membuff_new,52,FUNC,0a01dfa8
u_boot_hush_start,50,FUNC,0a0062f0
getenv_hex,50,FUNC,0a00410c
get_table_entry_id,50,FUNC,0a009c20
malloc_usable_size,50,FUNC,0a0096e8
crc32_wd_buf,50,FUNC,0a01d90c
str2off,50,FUNC,0a01f224
fat_size,50,FUNC,0a019928
g_dnl_do_config,50,FUNC,0a015500
lookup_string,50,FUNC,0a0152ac
rx_bytes_expected,50,FUNC,0a016d08
dwc3_gadget_stop,50,FUNC,0a0136ac
stdio_clone,50,FUNC,0a00a228
do_bootm_rtems,50,FUNC,0a007324
show_dram_config,50,FUNC,0a0066fc
dnload_request_complete,50,FUNC,0a0164d4
puts,48,FUNC,0a0083a8
tstc,48,FUNC,0a0084ac
do_help,48,FUNC,0a00139c
fat_exists,48,FUNC,0a0198f8
dwc3_gadget_ep_set_wedge,48,FUNC,0a013890
str2long,48,FUNC,0a01f258
disk_read,48,FUNC,0a0183dc
do_bootm_linux,48,FUNC,0a00097c
panic_finish,48,FUNC,0a01f298
perf_timer_init,48,FUNC,0a0008f0
usb_string_ids_tab,48,FUNC,0a015fd8
putc,48,FUNC,0a008378
fs_exists,48,FUNC,0a017cf8
blk_get_devnum_by_type,48,FUNC,0a00d3b4
find_mmc_device,48,FUNC,0a00e610
part_print_dos,46,FUNC,0a00ce08
serial_assign,46,FUNC,0a011118
collect_langs,46,FUNC,0a0151c8
lmb_is_reserved,46,FUNC,0a01c2b4
dwc3_free_event_buffers,46,FUNC,0a011810
dwc3_gadget_ep0_queue,46,FUNC,0a0145a0
input_tstc,46,FUNC,0a00e3d4
g_dnl_register,46,FUNC,0a016290
vprintf,44,FUNC,0a01f120
dwc3_gadget_set_test_mode,44,FUNC,0a012728
hash_progressive_lookup_a,44,FUNC,0a004590
membuff_putbyte,44,FUNC,0a01dbe0
mmc_set_clock,44,FUNC,0a00f014
membuff_getbyte,44,FUNC,0a01dc88
usb_ep_autoconfig_reset,42,FUNC,0a014f44
cb_oem,42,FUNC,0a01726c
composite_disconnect,42,FUNC,0a01556c
do_version,42,FUNC,0a0013dc
strspn,42,FUNC,0a01e1f4
crc16_ccitt,42,FUNC,0a01bc8c
reserve_uboot,42,FUNC,0a0064cc
strswab,42,FUNC,0a01e2e0
lmb_alloc_base,42,FUNC,0a01c274
file_fat_read,42,FUNC,0a0199f4
membuff_peekbyte,42,FUNC,0a01dcb4
jump_to_copy,42,FUNC,0a0065b8
_serial_putc.constprop.4,42,FUNC,0a011640
parse_file_outer,42,FUNC,0a0062c4
simple_strtol,42,FUNC,0a01f404
blk_get_dev,42,FUNC,0a00c384
getenv_ulong,40,FUNC,0a004140
__lshrdi3,40,FUNC,0a01f694
__ashldi3,40,FUNC,0a01f6bc
state_dfu_dnbusy,40,FUNC,0a016a28
strncmp,40,FUNC,0a01e12c
input_init,40,FUNC,0a00e58c
hash_finish_crc32,40,FUNC,0a004508
setenv_hex,40,FUNC,0a003f74
static_peek,40,FUNC,0a004f38
board_init_f,40,FUNC,0a006800
mmc_getwp,40,FUNC,0a00e830
usb_interface_id,38,FUNC,0a015eec
set_default_vars,38,FUNC,0a007fc4
fastboot_okay,38,FUNC,0a017834
enable_normalirq,38,FUNC,0a00045c
fastboot_fail,38,FUNC,0a01780c
search_device,38,FUNC,0a008690
handle_upload.isra.5,38,FUNC,0a01676c
hash_lookup_algo,38,FUNC,0a004568
mmc_do_preinit,38,FUNC,0a00e65c
image_setup_linux,38,FUNC,0a00a0ac
disable_normalirq,38,FUNC,0a000484
dwc3_free_scratch_buffers,38,FUNC,0a011840
dfu_get_entity,38,FUNC,0a00dee4
file_exists,38,FUNC,0a01812c
dwc3_gadget_ep_alloc_requ,38,FUNC,0a012118
strrchr,38,FUNC,0a01e17c
image_check_dcrc,36,FUNC,0a0097cc
on_loadaddr,36,FUNC,0a009770
usb_string_ids_n,36,FUNC,0a016008
initr_env,36,FUNC,0a00688c
downcase,36,FUNC,0a0183b8
getenv_bootm_low,36,FUNC,0a009870
panic,36,FUNC,0a01f2e0
do_exit,36,FUNC,0a0014dc
genimg_print_size,36,FUNC,0a009958
do_bootd,34,FUNC,0a0012e0
strcat,34,FUNC,0a01e0ac
do_freq_control,34,FUNC,0a0011b0
sprintf,34,FUNC,0a01f0bc
file_fat_ls,34,FUNC,0a0198d4
membuff_free,34,FUNC,0a01de2c
default_serial_puts,34,FUNC,0a011548
getcxmodem,34,FUNC,0a0016cc
snprintf,32,FUNC,0a01f064
usb_string_id,32,FUNC,0a015fb8
dfu_get_layout,32,FUNC,0a00ddf4
serial_init,32,FUNC,0a0113dc
mdelay,32,FUNC,0a01e798
strcmp,32,FUNC,0a01e10c
memchr,32,FUNC,0a01e4d8
board_init_f_init_reserve,32,FUNC,0a0041ec
scnprintf,32,FUNC,0a01f084
vscnprintf,32,FUNC,0a01f044
fs_close,32,FUNC,0a017be8
do_env_set,32,FUNC,0a003eac
initr_malloc,32,FUNC,0a0068f8
dfu_get_dev_type,32,FUNC,0a00ddd4
xmalloc,32,FUNC,0a0047a0
strpbrk,32,FUNC,0a01e220
udelay,32,FUNC,0a01e778
init_baud_rate,32,FUNC,0a006584
initr_mmc,32,FUNC,0a0068b0
display_options,32,FUNC,0a01d448
ldiv,30,FUNC,0a01c2fc
cmd_process_error,30,FUNC,0a00bbb4
board_usb_init,30,FUNC,0a000afc
dram_init_banksize,30,FUNC,0a000ab0
usb_composite_unregister,30,FUNC,0a016084
strncpy,30,FUNC,0a01e08c
part_get_info_dos,30,FUNC,0a00d100
run_command,30,FUNC,0a00a7a0
genimg_get_kernel_addr_fi,30,FUNC,0a009cb4
do_reset,30,FUNC,0a0001cc
mem_malloc_init,30,FUNC,0a008968
new_pipe,30,FUNC,0a0047c0
memcmp,30,FUNC,0a01e454
hang,30,FUNC,0a01da2c
dwc3_suspend_gadget,28,FUNC,0a0120fc
mmc_set_boot_bus_width,28,FUNC,0a010200
run_command_repeatable,28,FUNC,0a00a7c0
perf_timer_read_us,28,FUNC,0a000920
membuff_dispose,28,FUNC,0a01dfec
cb_continue,28,FUNC,0a017298
cb_boot,28,FUNC,0a0172b4
mmc_set_part_conf,28,FUNC,0a01021c
hash_update_crc32,28,FUNC,0a004530
hash_init_crc32,28,FUNC,0a00454c
eserial1_puts,28,FUNC,0a01166c
dfu_free_buf,28,FUNC,0a00d60c
ftstc,28,FUNC,0a008490
cfree,28,FUNC,0a0096cc
do_fat_size,28,FUNC,0a001504
do_fat_ls,28,FUNC,0a00153c
pvalloc,28,FUNC,0a0096b0
fgetc,28,FUNC,0a008418
fs_uuid,28,FUNC,0a017c88
get_table_entry_name,28,FUNC,0a0099ac
do_fat_fsload,28,FUNC,0a001520
find_cmd,28,FUNC,0a00b404
board_init_r,28,FUNC,0a006944
chk1.constprop.1,28,FUNC,0a001708
xyzModem_flush,28,FUNC,0a00bc38
crc7,26,FUNC,0a01bc34
dwc3_gadget_set_selfpower,26,FUNC,0a0120e0
genimg_get_short_name,26,FUNC,0a009990
lmb_init,26,FUNC,0a01c084
reserve_global_data,26,FUNC,0a00650c
stdio_init,26,FUNC,0a00a370
gzalloc,26,FUNC,0a01bcbc
cli_readline,24,FUNC,0a00b358
get_mem,24,FUNC,0a01daa0
g_dnl_unbind,24,FUNC,0a015294
blk_driver_lookup_type,24,FUNC,0a00d190
compl_do_reset,24,FUNC,0a0176c0
serial_puts,24,FUNC,0a011530
static_get,24,FUNC,0a0046a8
serial_reinit_all,24,FUNC,0a0113c4
b_reset,24,FUNC,0a004690
fastboot_unbind,24,FUNC,0a016d94
handle_getstate,24,FUNC,0a0162f0
cmpkey,24,FUNC,0a01c63c
vsprintf,24,FUNC,0a01f0a4
csky_default_exception_ha,24,FUNC,0a0003dc
strchr,22,FUNC,0a01e154
inflateInit_,22,FUNC,0a01a67c
bin_data_char,22,FUNC,0a0016f0
genimg_get_arch_id,22,FUNC,0a009c6c
genimg_get_comp_name,22,FUNC,0a009a24
genimg_get_comp_id,22,FUNC,0a009c9c
valloc,22,FUNC,0a009698
timer_get_us,22,FUNC,0a0008d8
genimg_get_arch_name,22,FUNC,0a0099e0
fputc,22,FUNC,0a0084dc
