name,size,type,address
kbd_shift_xlate_german,132,OBJECT,0a027950
do_mmc_part,132,FUNC,0a002f30
do_mmc_setdsr,132,FUNC,0a003524
mmc_select_hwpartp,132,FUNC,0a00ea5c
state_dfu_upload_idle,132,FUNC,0a016b2c
fastboot_add,132,FUNC,0a016dac
dwc3_gadget_exit,132,FUNC,0a013a2c
console_setfile,130,FUNC,0a0082f4
stdio_print_current_devic,130,FUNC,0a0087b8
exception_names,128,OBJECT,0a01f6e4
distfix,128,OBJECT,0a020d4c
unmask_irq,128,FUNC,0a0005b0
do_bootm_plan9,126,FUNC,0a007358
dwc3_gadget_ep_dequeue,126,FUNC,0a012fc4
dfu_unbind,126,FUNC,0a016508
dwc3_send_gadget_ep_cmd,126,FUNC,0a012a8c
hdestroy_r,126,FUNC,0a01c798
set_flags,124,FUNC,0a007a64
mmc_send_op_cond_iter,124,FUNC,0a00e8f8
ustrtoull,124,FUNC,0a01f558
dfu_get_buf,124,FUNC,0a00d630
part_init,124,FUNC,0a00c51c
find_cmd_tbl,122,FUNC,0a00b388
hcreate_r,122,FUNC,0a01c71c
membuff_getraw,122,FUNC,0a01dc0c
dfu_get_alt,122,FUNC,0a00df0c
s1_sendpacket.constprop.2,120,FUNC,0a001724
do_mmcops,120,FUNC,0a002444
part_test_dos,120,FUNC,0a00ce38
__dwc3_ep0_do_control_sta,120,FUNC,0a014378
blk_list_part,120,FUNC,0a00d1a8
unset_local_var,118,FUNC,0a00540c
blk_print_device_num,118,FUNC,0a00d2c8
blk_show_device,116,FUNC,0a00d340
cli_simple_parse_line,116,FUNC,0a00a394
hash_block,114,FUNC,0a00461c
do_fs_uuid,114,FUNC,0a0182c4
do_mmc_rst_func,112,FUNC,0a002878
do_size,112,FUNC,0a017e3c
do_env_default,110,FUNC,0a003cb8
fs_read,110,FUNC,0a017d5c
bounce_buffer_start,110,FUNC,0a008224
fs_set_blk_dev,110,FUNC,0a017c18
fs_write,110,FUNC,0a017dcc
serial_stdio_init,110,FUNC,0a0110a8
uimage_os,108,OBJECT,0a01fa74
do_fat_fsinfo,108,FUNC,0a001558
do_env_delete,108,FUNC,0a003ab4
state_dfu_manifest,108,FUNC,0a016bb0
run_command_list,108,FUNC,0a00a7dc
dfu_free_entities,108,FUNC,0a00db3c
dwc3_event_buffers_cleanu,106,FUNC,0a0117a4
dwc3_gadget_disconnect_in,106,FUNC,0a012328
hmatch_r,106,FUNC,0a01c818
dfu_init_env_entities,106,FUNC,0a00dd68
usb_gadget_config_buf,106,FUNC,0a014fb8
env_relocate,106,FUNC,0a0080f8
ustrtoul,104,FUNC,0a01f430
input_add_keycode,104,FUNC,0a00e454
g_dnl_set_serialnumber,104,FUNC,0a0160a4
b_addchr,102,FUNC,0a004e94
set_callback,102,FUNC,0a007860
file_read,102,FUNC,0a019c9c
env_export,102,FUNC,0a008090
image_multi_getimg,102,FUNC,0a009808
kbd_plain_xlate,100,OBJECT,0a01fffc
kbd_shift_xlate,100,OBJECT,0a027a38
kbd_ctrl_xlate,100,OBJECT,0a0279d4
done_command,100,FUNC,0a004824
dwc3_ep0_stall_and_restar,100,FUNC,0a014604
fastboot_complete,100,FUNC,0a017004
get_local_var,100,FUNC,0a004f60
dp_sdhci_init,100,FUNC,0a0009c4
mmc_set_blocklen,100,FUNC,0a00eae0
genimg_get_kernel_addr,100,FUNC,0a009cd4
fastboot_tx_write_str,98,FUNC,0a0170f4
tick_to_time,98,FUNC,0a01e5d4
file_ls,98,FUNC,0a019c38
input_add_tables,98,FUNC,0a00e528
boot_os,96,OBJECT,0a01f944
do_mmc_rescan,96,FUNC,0a0025b0
setup_reloc,96,FUNC,0a0065e4
count_configs,96,FUNC,0a015168
dnload_request_flush,96,FUNC,0a016474
interrupt_init,96,FUNC,0a000508
fat_register_device,96,FUNC,0a018b4c
hash_parse_string,96,FUNC,0a0045bc
memcpy,94,FUNC,0a01e368
do_mem_base,92,FUNC,0a0021bc
dwc3_stop_active_transfer,92,FUNC,0a012c68
dfu_write_transaction_cle,92,FUNC,0a00d6ac
memset,92,FUNC,0a01e30c
mask_irq,92,FUNC,0a0004ac
test_block_type,90,FUNC,0a00cb7c
mmc_get_dev,90,FUNC,0a01009c
blk_list_devices,90,FUNC,0a00d26c
getc,90,FUNC,0a008434
board_mmc_init,90,FUNC,0a000a28
getenv_bootm_mapsize,90,FUNC,0a0098e8
strtok,90,FUNC,0a01e240
do_fs_type,90,FUNC,0a018338
usb_del_gadget_udc,90,FUNC,0a0179e4
kbd_right_alt_xlate_germa,88,OBJECT,0a0278f8
fstypes,88,OBJECT,0a027c5c
init_sequence_r,88,OBJECT,0a0273d0
dwc3_remove_requests,88,FUNC,0a013044
ck_irq_service,88,FUNC,0a000678
membuff_get,88,FUNC,0a01dce0
bootm_maybe_autostart,88,FUNC,0a001304
usb_add_gadget_udc_releas,88,FUNC,0a017978
strict_strtoul,88,FUNC,0a01f3ac
usb_gadget_unregister_dri,88,FUNC,0a017b30
setenv_ulong,88,FUNC,0a003f1c
var_complete,88,FUNC,0a00b5f8
do_fp_stable_test,86,FUNC,0a004174
state_dfu_manifest_sync,86,FUNC,0a016920
fastboot_start_ep,86,FUNC,0a016d3c
cb_go,86,FUNC,0a0174ec
do_ls,86,FUNC,0a0180d4
usb_composite_register,86,FUNC,0a01602c
dwc3_device_data,84,OBJECT,0a026ba0
uimage_comp,84,OBJECT,0a01fd74
do_go,84,FUNC,0a000b7c
setup_dest_addr,84,FUNC,0a006754
reserve_stacks,84,FUNC,0a0067ac
eserial1_init,84,FUNC,0a011570
state_app_idle,84,FUNC,0a016ad8
getenv_bootm_size,84,FUNC,0a009894
string_to_ip,84,FUNC,0a01c31c
strncasecmp,84,FUNC,0a01e010
fs_ls,84,FUNC,0a017ca4
get_timer_masked,84,FUNC,0a000820
trailing_strtoln,84,FUNC,0a01f5d4
membuff_makecontig,84,FUNC,0a01ddd8
eserial1_setbrg,82,FUNC,0a0115c4
hwalk_r,82,FUNC,0a01d3f4
hist_list,80,OBJECT,0a029cec
fs_partition,80,OBJECT,0a02a4d8
cur_part_info,80,OBJECT,0a02a530
composite_suspend,80,FUNC,0a0151fc
state_dfu_error,80,FUNC,0a0168d0
do_run,80,FUNC,0a00a848
cli_simple_run_command_li,80,FUNC,0a00a74c
board_usb_cleanup,80,FUNC,0a000b1c
dwc3_gadget_free_endpoint,78,FUNC,0a0122d8
NS16550_init,78,FUNC,0a0116ec
strstr,78,FUNC,0a01e488
inflateReset,78,FUNC,0a01a55c
envmatch,78,FUNC,0a003f9c
mmc_initialize,78,FUNC,0a010120
devs,76,OBJECT,0a02876c
CYGACC_COMM_IF_GETC_TIMEO,76,FUNC,0a00bbec
match_string.isra.2,76,FUNC,0a01c6d0
cmd_usage,76,FUNC,0a00b420
boot_get_setup,76,FUNC,0a00a060
blk_print_part_devnum,76,FUNC,0a00d220
mmc_go_idle,74,FUNC,0a00e8ac
state_dfu_dnload_sync,74,FUNC,0a016a50
merge,74,FUNC,0a01c4c4
dwc3_send_gadget_generic_,74,FUNC,0a012a40
bounce_buffer_stop,74,FUNC,0a008294
init_mmc_device,72,FUNC,0a0024bc
sdhci_reset.isra.2,72,FUNC,0a0105c4
composite_resume,72,FUNC,0a01524c
irq_free_handler,72,FUNC,0a000568
setenv,72,FUNC,0a003ed4
input_stdio_register,72,FUNC,0a00e5b4
mallopt,72,FUNC,0a00971c
initcall_run_list,72,FUNC,0a01beb4
get_desc,70,FUNC,0a00d148
mmc_switch.isra.0,70,FUNC,0a00ea14
strim,70,FUNC,0a01daf0
strmhz,70,FUNC,0a01f640
membuff_avail,70,FUNC,0a01dd88
strlcpy,70,FUNC,0a01e3c8
dfu_flush,70,FUNC,0a00d708
irq_install_handler,70,FUNC,0a000630
blk_write_devnum,70,FUNC,0a00d4f0
xrealloc,68,FUNC,0a0047e0
done_pipe,68,FUNC,0a004888
copy_args,68,FUNC,0a0072e0
membuff_put,68,FUNC,0a01dd38
blk_get_devnum_by_typenam,68,FUNC,0a00d418
serial_putc,68,FUNC,0a0114ec
boot_selected_os,68,FUNC,0a007520
strsep,68,FUNC,0a01e29c
fat_read_file,68,FUNC,0a019a20
do_bootm_standalone,66,FUNC,0a0073d8
do_bootm_on_complete,66,FUNC,0a017078
memmove,66,FUNC,0a01e410
stdio_register_dev,66,FUNC,0a00a25c
part_get_info,66,FUNC,0a00c668
dext.4046,64,OBJECT,0a0204cc
dbase.4045,64,OBJECT,0a02050c
reserve_fdt,64,FUNC,0a006528
cb_reboot,64,FUNC,0a017864
usb_gadget_remove_driver,64,FUNC,0a0178e4
mkcksum,64,FUNC,0a0184fc
_hdelete.isra.0,64,FUNC,0a01c654
input_add_table,64,FUNC,0a00e4bc
bootdelay_process,64,FUNC,0a006344
inflateEnd,64,FUNC,0a01a694
lext.4044,62,OBJECT,0a020450
lbase.4043,62,OBJECT,0a02048e
usb_descriptor_fillbuf,62,FUNC,0a014f78
printf,62,FUNC,0a01f0e0
xyzModem_stream_close,62,FUNC,0a00c270
serial_printf,62,FUNC,0a0083d8
timer_init,62,FUNC,0a0007e0
fprintf,62,FUNC,0a00850c
ctrlc,62,FUNC,0a00854c
cmd_get_data_size,62,FUNC,0a00ba94
usb_function_activate,62,FUNC,0a015eac
get_arg,60,FUNC,0a0035d4
b_addqchr,60,FUNC,0a004efc
dwc3_gadget_ep_free_reque,60,FUNC,0a01229c
drop_var_from_set.part.1,60,FUNC,0a01c694
g_dnl_clear_detach,60,FUNC,0a016254
blk_select_hwpart_devnum,60,FUNC,0a00d538
input_getc,60,FUNC,0a00e404
env_flags_parse_vartype,60,FUNC,0a0079ec
strncat,60,FUNC,0a01e0d0
do_env,58,FUNC,0a003b20
reloc_fdt,58,FUNC,0a006644
state_app_detach,58,FUNC,0a016a9c
console_assign,58,FUNC,0a0086b8
sbrk,58,FUNC,0a00892c
env_flags_parse_varaccess,58,FUNC,0a007a28
NS16550_reinit,58,FUNC,0a01173c
version_string,57,OBJECT,0a01f7bc
cmd_dispatch_info,56,OBJECT,0a02032c
is_assignment,56,FUNC,0a004c70
mmc_send_ext_csd,56,FUNC,0a00e874
strcmp_l1,56,FUNC,0a0170bc
mmc_getcd,56,FUNC,0a00efdc
env_get_char,56,FUNC,0a007e54
crc8,56,FUNC,0a01bc54
image_check_hcrc,56,FUNC,0a009794
bootm_find_images,56,FUNC,0a0069ac
stdio_get_by_name,56,FUNC,0a00a1f0
getenv_yesno,56,FUNC,0a007e8c
usb_function_deactivate,56,FUNC,0a015e74
reserve_board,54,FUNC,0a006680
find_env_callback,54,FUNC,0a0077f0
on_callbacks,54,FUNC,0a007828
on_flags,54,FUNC,0a0079b4
get_current,54,FUNC,0a01105c
reset_config.isra.0,54,FUNC,0a015534
csky_exception_init,54,FUNC,0a0003f4
do_fat_read,54,FUNC,0a0197bc
strdup,54,FUNC,0a01e1bc
__udelay,52,FUNC,0a000888
membuff_new,52,FUNC,0a01dfa8
dwc3_ep0_out_start,52,FUNC,0a0145d0
dwc3_uboot_handle_interru,52,FUNC,0a012074
blk_dselect_hwpart,52,FUNC,0a00d3e4
getenv_default,52,FUNC,0a007ec4
simple_itoa,52,FUNC,0a01f160
kmalloc,52,FUNC,0a01da6c
file_detectfs,52,FUNC,0a019c04
fs_size,52,FUNC,0a017d28
show_dram_config,50,FUNC,0a0066fc
do_bootm_rtems,50,FUNC,0a007324
dwc3_gadget_stop,50,FUNC,0a0136ac
lookup_string,50,FUNC,0a0152ac
g_dnl_do_config,50,FUNC,0a015500
dnload_request_complete,50,FUNC,0a0164d4
rx_bytes_expected,50,FUNC,0a016d08
stdio_clone,50,FUNC,0a00a228
fat_size,50,FUNC,0a019928
str2off,50,FUNC,0a01f224
crc32_wd_buf,50,FUNC,0a01d90c
malloc_usable_size,50,FUNC,0a0096e8
getenv_hex,50,FUNC,0a00410c
get_table_entry_id,50,FUNC,0a009c20
u_boot_hush_start,50,FUNC,0a0062f0
eserial1_device,48,OBJECT,0a027aa4
do_help,48,FUNC,0a00139c
dwc3_gadget_ep_set_wedge,48,FUNC,0a013890
disk_read,48,FUNC,0a0183dc
panic_finish,48,FUNC,0a01f298
usb_string_ids_tab,48,FUNC,0a015fd8
puts,48,FUNC,0a0083a8
str2long,48,FUNC,0a01f258
tstc,48,FUNC,0a0084ac
blk_get_devnum_by_type,48,FUNC,0a00d3b4
fat_exists,48,FUNC,0a0198f8
do_bootm_linux,48,FUNC,0a00097c
putc,48,FUNC,0a008378
perf_timer_init,48,FUNC,0a0008f0
fs_exists,48,FUNC,0a017cf8
find_mmc_device,48,FUNC,0a00e610
dwc3_free_event_buffers,46,FUNC,0a011810
collect_langs,46,FUNC,0a0151c8
input_tstc,46,FUNC,0a00e3d4
dwc3_gadget_ep0_queue,46,FUNC,0a0145a0
serial_assign,46,FUNC,0a011118
g_dnl_register,46,FUNC,0a016290
part_print_dos,46,FUNC,0a00ce08
lmb_is_reserved,46,FUNC,0a01c2b4
dfu_state,44,OBJECT,0a0202e8
membuff_getbyte,44,FUNC,0a01dc88
membuff_putbyte,44,FUNC,0a01dbe0
mmc_set_clock,44,FUNC,0a00f014
vprintf,44,FUNC,0a01f120
dwc3_gadget_set_test_mode,44,FUNC,0a012728
hash_progressive_lookup_a,44,FUNC,0a004590
do_version,42,FUNC,0a0013dc
reserve_uboot,42,FUNC,0a0064cc
jump_to_copy,42,FUNC,0a0065b8
_serial_putc.constprop.4,42,FUNC,0a011640
composite_disconnect,42,FUNC,0a01556c
cb_oem,42,FUNC,0a01726c
membuff_peekbyte,42,FUNC,0a01dcb4
simple_strtol,42,FUNC,0a01f404
crc16_ccitt,42,FUNC,0a01bc8c
blk_get_dev,42,FUNC,0a00c384
strswab,42,FUNC,0a01e2e0
parse_file_outer,42,FUNC,0a0062c4
file_fat_read,42,FUNC,0a0199f4
lmb_alloc_base,42,FUNC,0a01c274
usb_ep_autoconfig_reset,42,FUNC,0a014f44
strspn,42,FUNC,0a01e1f4
buf.4185,40,OBJECT,0a0286e5
current_mallinfo,40,OBJECT,0a028738
dwc3_gadget_ep0_ops,40,OBJECT,0a0201c8
dwc3_gadget_ep_ops,40,OBJECT,0a0201f0
z_errmsg,40,OBJECT,0a020df4
hash_finish_crc32,40,FUNC,0a004508
static_peek,40,FUNC,0a004f38
state_dfu_dnbusy,40,FUNC,0a016a28
__ashldi3,40,FUNC,0a01f6bc
mmc_getwp,40,FUNC,0a00e830
__lshrdi3,40,FUNC,0a01f694
getenv_ulong,40,FUNC,0a004140
strncmp,40,FUNC,0a01e12c
board_init_f,40,FUNC,0a006800
setenv_hex,40,FUNC,0a003f74
input_init,40,FUNC,0a00e58c
order.4139,38,OBJECT,0a020dcc
dwc3_free_scratch_buffers,38,FUNC,0a011840
dwc3_gadget_ep_alloc_requ,38,FUNC,0a012118
handle_upload.isra.5,38,FUNC,0a01676c
enable_normalirq,38,FUNC,0a00045c
usb_interface_id,38,FUNC,0a015eec
disable_normalirq,38,FUNC,0a000484
search_device,38,FUNC,0a008690
strrchr,38,FUNC,0a01e17c
fastboot_okay,38,FUNC,0a017834
file_exists,38,FUNC,0a01812c
dfu_get_entity,38,FUNC,0a00dee4
image_setup_linux,38,FUNC,0a00a0ac
mmc_do_preinit,38,FUNC,0a00e65c
set_default_vars,38,FUNC,0a007fc4
hash_lookup_algo,38,FUNC,0a004568
fastboot_fail,38,FUNC,0a01780c
dwc3_gadget_ops,36,OBJECT,0a020218
composite_driver,36,OBJECT,0a027ae8
do_exit,36,FUNC,0a0014dc
initr_env,36,FUNC,0a00688c
on_loadaddr,36,FUNC,0a009770
downcase,36,FUNC,0a0183b8
usb_string_ids_n,36,FUNC,0a016008
image_check_dcrc,36,FUNC,0a0097cc
panic,36,FUNC,0a01f2e0
genimg_print_size,36,FUNC,0a009958
getenv_bootm_low,36,FUNC,0a009870
do_freq_control,34,FUNC,0a0011b0
getcxmodem,34,FUNC,0a0016cc
do_bootd,34,FUNC,0a0012e0
membuff_free,34,FUNC,0a01de2c
default_serial_puts,34,FUNC,0a011548
strcat,34,FUNC,0a01e0ac
file_fat_ls,34,FUNC,0a0198d4
sprintf,34,FUNC,0a01f0bc
CSWTCH.28,32,OBJECT,0a01fe0c
kbd_to_ansi364,32,OBJECT,0a01ff58
g_dnl_string_defs,32,OBJECT,0a027b0c
g_dnl_serial,32,OBJECT,0a02a4a0
g_dnl_driver,32,OBJECT,0a027b40
do_env_set,32,FUNC,0a003eac
xmalloc,32,FUNC,0a0047a0
init_baud_rate,32,FUNC,0a006584
initr_mmc,32,FUNC,0a0068b0
initr_malloc,32,FUNC,0a0068f8
fs_close,32,FUNC,0a017be8
mdelay,32,FUNC,0a01e798
vscnprintf,32,FUNC,0a01f044
snprintf,32,FUNC,0a01f064
scnprintf,32,FUNC,0a01f084
usb_string_id,32,FUNC,0a015fb8
board_init_f_init_reserve,32,FUNC,0a0041ec
dfu_get_dev_type,32,FUNC,0a00ddd4
